 90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
-- duplicate the arm
--0 109 91 93 91 97 90 90 122 91 132 90 93 90 120 90 162 90 91 91 91 93 392                         -- 319(2)   -5/5/3 392 P rcw, R 2426
--0 109 90 93 91 90 95 91 91 118 90 99 90 97 91 161 169 136 90 91 157 594                           -- 319(2)  -5/32/1 394 P rcw, L 2548
--0 109 91 94 91 91 128 126 90 125 91 90 155 90 106 90 99 90 109 90 90 90 112 91 90 115 392         -- 319(2)  -5/53/3 392 P rcw, R 2862 
--0 109 91 94 91 91 136 91 91 90 132 90 90 125 90 114 128 90 103 91 91 91 90 91 97 90 91 90 115 395 -- 319(2) -5/-30/4 395 P rcw, L 3102 
90 109 91 93 91 118 90 91 91 91 90 90 173 90 107 90 91 90 91 1163                                   -- 319(2)   3/12/6 395 P flip, L 2096
--0 109 91 94 91 91 167 90 90 91 107 90 90 150 90 91 91 130 90 91 90 90 107 91 593                  -- 319(2)   3/-5/1 393 P flip, R 2631
-- convert original arm to target block on the left for P rcw L =O or P flip L =E
-- E0E :) 
-- debug 819!
-- make scorbie splitters and turners and partial SoD (target on right) E
93 91 90 144 90 100 186 164 90 205 106 90 93 90 162 141 90 91 91 111 -- ap=0 +fl=-1, ad=13, fs=0
90 109 91 94 91 91 96 90 97 91 91 145 90 113 90 90 105 91 193 -- ap=19 -fl=13, ad=-32, fs=0
90 109 91 94 91 91 141 90 171 90 155 90 111 91 90 130 90 91 90 97 90 -- ap=-13 -fl=7, ad=8, fs=0
90 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=-5 -fl=8, ad=8, fs=0
104 109 91 94 91 91 124 91 105 90 169 91 90 116 91 142 90 90 -- ap=3 -fl=7, ad=-30, fs=1
91 109 91 93 91 92 90 97 91 116 91 145 90 91 98 90 90 188 91 90 90 -- ap=-27 -fl=0, ad=-1, fs=0
90 109 91 94 91 91 90 91 91 91 166 91 91 105 90 135 90 142 90 -- ap=-28 +fl=-10, ad=14, fs=1
90 109 91 93 91 97 90 90 102 91 91 116 93 90 112 90 109 91 147 91 -- ap=-14 +fl=-16, ad=-23, fs=0
90 109 90 93 91 91 158 94 113 91 90 91 96 90 142 -- ap=-37 -fl=15, ad=9, fs=3
90 109 91 95 125 120 110 91 112 91 91 109 91 93 91 100 91 109 91 90 90 90 90 90 94 -- ap=-28 +fl=-18, ad=9, fs=0
90 109 91 94 91 91 141 90 171 91 90 91 107 157 121 90 90 119 90 -- ap=-19 -fl=4, ad=8, fs=0
90 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=-11 -fl=8, ad=8, fs=0
104 109 91 93 91 97 90 90 111 90 107 91 94 90 90 115 91 90 91 136 91 144 90 90 -- ap=-3 -fl=14, ad=-7, fs=0
91 109 91 94 91 91 90 91 91 91 166 91 91 105 90 135 90 142 90 -- ap=-10 +fl=-10, ad=14, fs=1
91 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=4 +fl=-2, ad=7, fs=1
91 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=11 -fl=11, ad=-5, fs=1
135 109 91 94 91 91 124 91 126 91 140 162 148 90 90 119 90 -- ap=6 +fl=-16, ad=8, fs=0
90 109 91 93 91 123 90 129 90 90 111 126 91 90 120 91 142 -- ap=14 +fl=-17, ad=-22, fs=0
99 109 91 93 91 97 90 90 102 91 91 116 93 90 112 90 109 91 147 91 -- ap=-8 +fl=-16, ad=-23, fs=0
91 109 91 94 91 91 93 90 91 91 90 100 90 94 90 108 90 91 91 119 -- ap=-31 -fl=22, ad=27, fs=0
90 109 91 93 90 156 91 91 102 91 91 90 90 106 91 166 90 125 91 90 126 -- ap=-4 +fl=-23, ad=-8, fs=0
90 109 91 93 91 123 91 121 90 90 94 90 111 91 90 143 90 97 157 90 105 91 96 -- ap=-12 +fl=-26, ad=-12, fs=0
166 93 91 118 91 151 90 99 153 119 94 112 90 101 90 90 111 91 159 90 100 -- ap=-24 +fl=-31, ad=-25, fs=0
90 109 91 94 91 90 95 91 90 147 167 90 160 90 160 104 90 90 91 91 101 139 91 90 136 129 -- ap=-49 -fl=34, ad=1, fs=0
91 109 90 93 91 91 107 90 98 108 102 111 105 91 104 90 104 90 90 90 91 90 91 90 116 90 -- ap=-48 +fl=-41, ad=-1, fs=0
90 109 91 93 91 164 90 91 90 154 123 112 90 91 91 90 90 90 91 133 154 90 97 91 91 114 91 91 166 91 100 90 -- ap=-49 -fl=52, ad=16, fs=0
90 93 91 109 90 106 210 141 90 91 94 135 90 90 91 93 93 115 156 91 153 90 90 112 91 91 92 91 90 -- ap=-33 -fl=38, ad=-2, fs=1
90 93 91 118 91 151 90 148 92 116 90 118 92 90 90 91 128 90 133 153 90 91 144 91 90 128 125 90 226 -- ap=-35 -fl=48, ad=11, fs=0
90 109 91 94 91 91 93 90 97 91 91 161 90 91 90 91 90 99 90 90 99 91 90 133 91 114 91 99 90 100 -- ap=-24 +fl=-50, ad=2, fs=0
94 109 90 93 91 91 117 91 123 91 91 166 91 90 159 91 90 91 126 90 90 148 91 91 91 91 91 101 90 90 -- ap=-22 +fl=-45, ad=-15, fs=0
90 109 91 93 90 155 106 91 131 97 92 90 164 280 91 90 90 117 90 114 167 91 123 160 91 121 142 90 91 90 90 129 90 90 120 90 121 91 95 91 90 91 90 120 129 -- ap=-37 -fl=73, ad=56, fs=0
90 109 91 94 91 91 92 90 173 100 90 153 133 109 142 98 91 90 90 105 91 162 91 102 115 94 91 91 90 90 107 200 91 91 94 91 150 -- ap=19 -fl=59, ad=23, fs=0
91 93 91 109 90 107 90 91 90 393 90 156 90 90 238 120 165 91 91 97 98 100 90 90 140 151 91 98 90 99 90 100 91 94 98 120 -- ap=42 +fl=-62, ad=-12, fs=1
230 93 91 116 90 154 90 90 91 124 255 160 91 91 149 90 108 90 127 96 91 122 -- ap=30 +fl=-40, ad=-44, fs=1
90 124 126 91 90 91 90 90 90 94 190 104 91 90 103 94 91 90 93 90 171 91 90 103 90 -- ap=-14 +fl=-32, ad=5, fs=2
91 109 91 93 91 120 91 91 91 91 90 91 100 91 90 97 91 91 90 90 -- ap=-9 -fl=21, ad=-2, fs=0
160 109 90 93 91 91 91 90 111 195 91 90 154 90 90 113 90 -- ap=-11 -fl=15, ad=-6, fs=0
91 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=-17 -fl=11, ad=-5, fs=1
136 109 91 93 91 123 90 148 90 90 90 156 91 90 138 91 90 91 90 91 93 -- ap=-22 +fl=-17, ad=13, fs=0
90 109 91 93 90 169 90 91 103 91 133 90 90 91 91 90 110 91 93 90 112 153 -- ap=-9 -fl=20, ad=12, fs=0
91 109 91 93 90 169 90 91 103 91 133 90 90 91 91 90 110 91 93 90 112 153 -- ap=3 -fl=20, ad=12, fs=0
91 109 90 93 91 91 91 90 111 195 91 90 154 90 90 113 90 -- ap=15 -fl=15, ad=-6, fs=0
90 109 91 94 91 91 153 91 91 91 90 90 91 158 91 91 166 90 91 91 -- ap=9 -fl=19, ad=8, fs=0
90 109 90 93 91 91 158 94 113 91 90 91 96 90 142 -- ap=17 -fl=15, ad=9, fs=3
90 109 91 93 91 97 91 90 90 94 91 103 182 90 90 90 156 90 90 91 101 154 113 -- ap=26 +fl=-20, ad=1, fs=0
90 109 91 93 91 115 107 90 90 90 90 90 90 90 103 99 118 91 130 -- ap=27 -fl=19, ad=-19, fs=0
90 109 91 94 91 91 124 91 126 91 140 162 148 90 90 119 90 -- ap=8 +fl=-16, ad=8, fs=0
90 93 91 118 91 151 90 99 153 119 94 112 90 101 90 90 111 91 159 90 100 -- ap=16 +fl=-31, ad=-25, fs=0
90 109 91 94 91 91 124 90 142 90 90 146 91 153 90 102 91 152 108 97 -- ap=-9 -fl=27, ad=8, fs=0
90 109 91 94 91 91 124 90 142 90 90 146 91 153 90 102 91 152 108 97 -- ap=-1 -fl=27, ad=8, fs=0
90 109 91 94 91 91 124 90 142 90 90 146 91 153 90 102 91 152 108 97 -- ap=7 -fl=27, ad=8, fs=0
91 93 91 109 90 137 91 90 126 90 115 106 135 91 90 90 173 90 121 90 90 90 91 91 101 116 91 -- ap=15 -fl=39, ad=-13, fs=2
90 109 91 93 91 123 91 133 91 95 91 143 91 112 90 90 110 91 149 90 138 126 90 90 90 90 105 90 120 -- ap=2 +fl=-42, ad=36, fs=0
91 109 90 93 91 91 107 90 98 108 102 111 105 91 104 90 104 90 90 90 91 90 91 90 116 90 -- ap=38 +fl=-41, ad=-1, fs=0
90 109 91 93 90 123 91 130 99 153 107 104 133 90 119 90 90 101 172 90 125 90 91 90 90 -- ap=37 -fl=32, ad=23, fs=0
90 93 91 90 140 94 100 186 119 91 90 90 90 170 91 94 91 90 91 90 139 94 90 91 106 90 120 90 91 91 90 90 107 90 -- ap=60 +fl=-44, ad=13, fs=1
90 109 91 94 91 91 128 126 91 105 91 103 90 90 190 103 238 96 129 91 90 133 90 91 129 90 91 91 97 90 -- ap=73 -fl=44, ad=-13, fs=0
90 93 91 118 91 151 90 99 153 119 94 112 90 101 90 90 111 91 159 90 100 -- ap=60 +fl=-31, ad=-25, fs=0
90 109 91 94 91 90 95 91 90 147 167 90 160 90 160 104 90 90 91 91 101 139 91 90 136 129 -- ap=35 -fl=34, ad=1, fs=0
90 124 126 91 90 91 90 90 90 94 190 104 91 90 103 94 91 90 93 90 171 91 90 103 90 -- ap=36 +fl=-32, ad=5, fs=2
90 109 91 94 91 91 93 90 125 90 147 161 124 90 100 90 90 118 95 91 90 91 91 90 90 97 205 -- ap=41 -fl=37, ad=11, fs=1
90 109 91 93 91 123 91 121 90 117 90 138 91 91 90 90 90 91 100 91 132 91 -- ap=52 +fl=-26, ad=-1, fs=1
91 109 91 94 91 91 149 90 90 156 90 170 91 119 211 91 90 91 93 108 103 -- ap=51 -fl=29, ad=-34, fs=0
90 93 91 109 90 106 210 141 90 91 94 135 90 90 91 93 100 91 90 122 90 103 98 91 91 108 90 90 -- ap=17 -fl=38, ad=-35, fs=1
246 109 91 93 90 140 150 132 212 103 90 98 90 148 90 90 91 91 91 119 101 108 90 91 91 119 -- ap=-18 +fl=-33, ad=32, fs=0
90 109 91 95 125 112 91 121 120 90 90 90 90 138 90 100 90 143 91 90 129 90 123 119 -- ap=14 +fl=-28, ad=16, fs=0
90 93 91 116 90 154 90 90 91 124 255 160 91 91 149 90 108 90 127 96 91 122 -- ap=30 +fl=-40, ad=-44, fs=1
90 109 91 94 91 91 93 90 97 91 91 161 90 91 90 91 90 99 90 90 99 91 90 133 91 114 91 99 90 100 -- ap=-14 +fl=-50, ad=2, fs=0
93 109 91 94 91 91 92 90 97 91 91 117 91 95 90 90 91 102 90 91 90 113 90 101 90 91 91 91 90 90 117 -- ap=-12 +fl=-50, ad=-3, fs=1
90 109 91 94 91 91 136 90 90 90 98 91 147 91 91 140 91 91 231 128 91 95 170 90 90 128 91 115 -- ap=-15 -fl=55, ad=-13, fs=2
90 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 113 91 107 90 90 -- ap=-28 +fl=-64, ad=7, fs=0
90 93 91 163 224 90 105 90 111 91 91 113 104 114 144 90 91 209 90 171 90 93 200 90 157 91 123 90 103 90 116 -- ap=-21 -fl=56, ad=-2, fs=0
90 93 91 116 91 142 90 143 91 109 172 109 113 90 91 152 90 234 90 154 110 130 90 90 114 91 168 134 91 140 90 -- ap=-23 -fl=68, ad=-6, fs=0
95 123 270 90 94 164 123 91 157 125 200 140 102 90 90 145 91 94 90 112 90 90 106 90 109 90 91 138 142 141 91 98 90 91 99 112 98 91 97 91 128 224 -- ap=-29 -fl=74, ad=54, fs=0
91 93 91 116 91 142 90 143 91 109 172 109 113 90 91 152 90 234 90 154 110 130 90 90 114 91 168 134 91 140 90 -- ap=25 -fl=68, ad=-6, fs=0
95 109 91 93 90 135 91 124 220 90 150 91 101 335 90 90 90 133 90 90 126 91 90 103 90 146 91 140 90 149 181 94 90 91 109 -- ap=19 -fl=63, ad=-18, fs=0
90 109 91 93 91 123 90 99 90 90 104 90 90 137 90 154 109 91 165 135 90 101 114 91 92 160 130 90 126 91 114 121 90 97 90 90 128 95 121 -- ap=1 -fl=66, ad=3, fs=0
90 102 121 107 90 109 145 91 94 90 91 151 90 143 91 139 90 118 91 91 110 91 151 90 114 90 91 91 113 90 -- ap=4 +fl=-60, ad=-2, fs=0
90 93 91 109 90 107 90 91 90 393 90 156 90 90 238 120 165 91 91 97 98 100 90 90 140 151 91 98 90 99 90 100 91 94 98 120 -- ap=2 +fl=-62, ad=-12, fs=1
230 109 91 93 91 123 91 155 128 90 127 91 90 91 107 90 94 90 90 91 91 90 91 129 91 128 176 91 90 122 103 161 129 95 91 90 90 94 113 -- ap=-10 +fl=-63, ad=28, fs=0
90 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 113 91 107 90 90 -- ap=18 +fl=-64, ad=7, fs=0
91 109 91 93 90 134 90 95 153 90 145 90 110 90 91 113 172 90 147 123 90 91 106 149 90 91 115 190 100 90 90 90 90 90 90 90 90 90 149 90 -- ap=25 -fl=69, ad=29, fs=0
90 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 117 91 98 152 -- ap=54 +fl=-64, ad=-6, fs=0
90 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 113 91 107 90 90 -- ap=48 +fl=-64, ad=7, fs=0
91 109 91 93 90 117 90 91 101 90 90 91 95 133 127 91 160 91 106 91 166 90 115 91 105 131 104 90 105 132 91 102 91 99 90 166 91 90 107 -- ap=55 -fl=62, ad=-6, fs=1
98 109 91 94 91 91 136 90 90 90 98 91 147 91 91 140 91 91 231 128 91 95 170 90 90 128 91 115 -- ap=49 -fl=55, ad=-13, fs=2
90 109 91 93 90 140 150 132 212 124 91 91 162 113 91 91 123 139 91 90 112 91 104 90 90 90 154 91 166 216 130 118 114 91 90 116 128 90 91 143 126 -- ap=36 +fl=-78, ad=13, fs=0
91 109 91 93 91 92 91 163 90 91 117 90 95 90 90 126 91 91 146 112 91 91 93 107 94 91 96 90 127 90 98 90 91 90 90 110 91 98 91 91 116 90 105 90 112 91 94 -- ap=49 -fl=88, ad=-51, fs=0
126 109 91 93 90 121 91 90 102 90 90 154 90 91 114 182 114 90 90 91 142 91 128 144 132 90 90 156 90 97 91 91 90 91 90 91 109 117 90 90 106 91 92 174 -- ap=-2 +fl=-76, ad=62, fs=0
91 109 91 93 91 92 90 119 90 115 254 107 90 141 90 90 109 91 148 90 90 127 91 119 100 93 126 120 90 119 91 116 90 113 170 142 91 95 90 91 145 90 108 -- ap=60 +fl=-73, ad=-7, fs=1
91 93 91 109 90 137 91 90 105 91 91 114 90 96 121 91 91 92 143 90 104 91 158 91 90 139 91 151 90 102 91 91 169 95 138 90 154 100 90 173 221 -- ap=53 -fl=85, ad=6, fs=0
90 124 126 90 94 91 94 90 91 97 90 90 113 216 91 91 93 147 90 96 251 90 106 154 90 103 125 113 91 90 94 116 104 193 103 124 98 91 119 90 91 95 90 91 90 91 91 103 91 90 151 90 95 93 -- ap=59 -fl=84, ad=7, fs=0
90 109 91 93 91 123 91 155 128 90 143 91 90 143 140 94 91 144 99 90 147 225 90 91 91 90 102 90 91 90 106 90 91 264 -- ap=66 +fl=-63, ad=-3, fs=0
90 109 91 93 90 129 148 91 134 90 170 177 90 92 168 91 96 96 203 91 90 102 91 100 90 165 90 107 91 91 145 290 90 90 90 91 90 91 90 90 -- ap=63 -fl=67, ad=37, fs=0
90 109 91 94 91 91 128 126 90 135 106 90 110 90 118 90 91 130 91 131 92 91 153 90 99 90 106 108 91 97 172 119 128 -- ap=100 +fl=-70, ad=-13, fs=0
90 93 91 116 91 142 90 143 91 109 172 109 113 90 91 152 90 234 90 154 110 130 90 90 114 91 168 134 91 140 90 -- ap=87 -fl=68, ad=-6, fs=0
95 109 90 93 91 91 158 94 113 91 90 91 96 90 142 -- ap=81 -fl=15, ad=9, fs=3
90 109 91 93 90 156 91 91 102 91 91 90 90 106 91 166 90 125 91 90 126 -- ap=90 +fl=-23, ad=-8, fs=0
90 109 91 93 91 123 90 148 90 90 90 156 91 90 138 91 90 91 90 91 93 -- ap=82 +fl=-17, ad=13, fs=0
91 109 91 93 91 115 107 90 90 90 90 90 90 90 103 99 118 91 130 -- ap=95 -fl=19, ad=-19, fs=0
90 109 91 95 125 112 91 121 120 90 90 90 90 138 90 100 90 143 91 90 129 90 123 119 -- ap=76 +fl=-28, ad=16, fs=0
90 109 91 93 91 123 91 121 90 117 90 138 91 91 90 90 90 91 100 91 132 91 -- ap=92 +fl=-26, ad=-1, fs=1
90 109 91 94 91 91 153 91 91 91 90 90 91 158 91 91 166 90 91 91 -- ap=91 -fl=19, ad=8, fs=0
90 109 91 94 91 91 124 90 142 90 90 119 91 158 90 147 91 90 90 154 -- ap=99 -fl=30, ad=-25, fs=1
90 109 91 93 91 120 90 90 100 90 90 111 178 102 160 90 114 90 90 90 91 90 91 98 91 115 90 90 108 90 -- ap=74 +fl=-40, ad=21, fs=0
90 109 91 94 91 90 136 90 91 90 155 90 134 91 112 91 91 113 100 94 90 90 99 164 122 91 105 91 91 90 91 90 90 95 90 -- ap=95 -fl=47, ad=-14, fs=0
90 109 91 94 91 91 124 90 142 90 90 119 91 158 90 147 91 90 90 154 -- ap=81 -fl=30, ad=-25, fs=1
90 109 91 93 90 130 91 90 90 91 91 155 90 90 118 90 91 140 98 169 90 144 90 142 91 96 91 90 167 -- ap=56 +fl=-49, ad=-22, fs=1
90 109 91 94 91 91 92 90 97 91 91 117 91 95 90 90 91 102 90 91 90 113 90 101 90 91 91 91 90 90 117 -- ap=34 +fl=-50, ad=-3, fs=1
90 109 91 93 90 137 90 150 90 90 136 161 90 93 91 90 91 90 90 90 90 90 117 91 103 91 173 91 138 90 148 90 91 113 -- ap=31 -fl=53, ad=3, fs=0
91 109 90 93 91 91 133 91 90 134 90 97 114 159 90 90 134 91 91 168 90 91 91 102 90 97 90 90 90 90 -- ap=34 +fl=-48, ad=-9, fs=1
90 109 91 94 91 91 128 126 91 105 91 103 90 90 190 103 238 96 129 91 90 133 90 91 129 90 91 91 97 90 -- ap=25 -fl=44, ad=-13, fs=0
90 109 91 94 91 90 164 91 148 90 90 90 90 115 153 91 92 90 90 91 90 109 109 -- ap=12 +fl=-25, ad=-6, fs=0
90 109 91 94 91 91 95 91 90 146 91 99 90 118 120 135 90 90 121 -- ap=6 +fl=-21, ad=8, fs=0
91 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=14 +fl=-13, ad=8, fs=0
91 109 91 94 91 91 92 90 169 90 90 90 107 90 90 91 90 95 91 -- ap=22 +fl=3, ad=4, fs=0
90 109 91 93 91 97 91 90 91 120 90 95 91 143 90 90 90 90 -- ap=26 +fl=-10, ad=15, fs=0
91 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=41 -fl=11, ad=-5, fs=1
135 109 91 93 91 97 91 90 91 120 90 95 91 143 90 90 90 90 -- ap=36 +fl=-10, ad=15, fs=0
91 109 91 94 91 91 136 90 90 91 171 100 91 91 90 92 96 90 101 -- ap=51 -fl=-1, ad=2, fs=0
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=53 -fl=11, ad=-5, fs=1
135 109 91 94 91 91 90 91 91 91 166 91 91 105 90 135 90 142 90 -- ap=48 +fl=-10, ad=14, fs=1
90 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=62 +fl=-2, ad=7, fs=1
91 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=69 -fl=-2, ad=7, fs=1
90 109 91 94 91 91 136 90 90 91 168 90 106 90 90 138 90 90 106 -- ap=76 +fl=-3, ad=-9, fs=0
91 109 90 93 91 91 158 94 113 91 90 91 96 90 142 -- ap=67 -fl=15, ad=9, fs=3
90 109 91 94 91 91 164 91 133 124 90 90 124 90 90 91 90 90 112 91 138 91 118 90 -- ap=76 +fl=-14, ad=8, fs=0
90 109 91 94 91 91 141 90 171 91 90 91 107 157 121 90 90 119 90 -- ap=84 +fl=4, ad=8, fs=0
90 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=92 +fl=-2, ad=7, fs=1
90 109 90 93 91 91 135 91 124 90 90 148 91 91 97 141 91 -- ap=99 -fl=5, ad=-8, fs=0
91 109 91 93 91 97 90 90 111 90 107 91 94 90 90 115 91 90 91 136 91 144 90 90 -- ap=91 -fl=14, ad=-7, fs=0
91 109 91 93 91 123 90 129 90 90 111 126 91 90 120 91 142 -- ap=84 +fl=-17, ad=-22, fs=0
99 109 91 94 91 91 136 90 90 91 168 90 151 90 90 147 90 99 109 90 -- ap=62 +fl=-3, ad=8, fs=0
90 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=70 +fl=-13, ad=8, fs=0
90 109 91 93 91 123 91 121 90 117 90 138 91 91 90 90 90 91 100 91 132 91 -- ap=78 +fl=-26, ad=-1, fs=1
90 109 91 94 91 91 153 91 91 91 90 90 91 158 91 91 166 90 91 91 -- ap=77 -fl=19, ad=8, fs=0
90 109 91 93 91 120 91 91 91 91 90 91 100 91 90 97 91 91 90 90 -- ap=85 -fl=21, ad=-2, fs=0
160 109 90 93 91 91 91 90 111 195 91 90 154 90 90 113 90 -- ap=83 -fl=15, ad=-6, fs=0
91 109 90 93 91 91 135 91 124 90 90 148 91 91 97 141 91 -- ap=77 -fl=5, ad=-8, fs=0
90 109 91 93 90 123 90 105 90 90 112 90 91 96 91 112 106 169 90 -- ap=69 -fl=4, ad=-11, fs=0
90 109 91 94 91 91 90 91 91 90 158 90 91 90 90 101 90 107 90 90 90 -- ap=58 +fl=-9, ad=-15, fs=0
91 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=43 -fl=8, ad=8, fs=0
104 109 91 94 91 91 121 90 90 90 90 90 90 99 90 165 119 90 106 90 90 -- ap=51 -fl=12, ad=8, fs=0
90 109 91 94 91 91 124 91 105 90 169 91 90 116 91 142 90 90 -- ap=59 -fl=7, ad=-30, fs=1
90 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=29 -fl=8, ad=8, fs=0
104 109 90 93 91 91 90 90 95 91 90 91 119 90 90 91 91 114 116 93 90 96 90 90 136 -- ap=37 -fl=13, ad=11, fs=1
105 109 91 94 91 91 124 91 105 90 169 91 90 116 91 142 90 90 -- ap=48 +fl=7, ad=-30, fs=1
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=18 +fl=11, ad=-5, fs=1
136 109 91 93 91 97 91 90 91 120 90 95 91 143 90 90 90 90 -- ap=13 -fl=-10, ad=15, fs=0
90 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=28 +fl=-13, ad=8, fs=0
90 109 91 93 91 92 91 98 201 91 129 90 90 90 90 90 103 90 108 90 104 -- ap=36 +fl=-7, ad=-34, fs=2
90 109 91 93 91 97 91 90 91 120 90 95 91 143 90 90 90 90 -- ap=2 +fl=-10, ad=15, fs=0
90 109 91 94 91 91 96 90 166 91 91 114 90 90 91 90 90 114 91 101 -- ap=17 -fl=17, ad=-28, fs=0
90 109 91 93 91 92 90 97 91 116 91 145 90 91 98 90 90 188 91 90 90 -- ap=-11 -fl=0, ad=-1, fs=0
91 109 91 94 91 91 92 90 169 90 90 90 107 90 90 91 90 95 91 -- ap=-12 +fl=3, ad=4, fs=0
90 109 91 94 91 91 90 91 91 91 166 91 91 105 90 135 90 142 90 -- ap=-8 +fl=-10, ad=14, fs=1
91 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=6 +fl=-2, ad=7, fs=1
91 109 91 94 91 91 92 90 169 91 90 116 90 161 91 104 -- ap=13 -fl=4, ad=-56, fs=2
90 109 91 94 91 91 93 90 91 91 90 100 90 94 90 108 90 91 91 119 -- ap=-43 -fl=22, ad=27, fs=0
90 109 91 93 90 118 91 90 90 91 152 167 99 91 151 91 91 102 90 91 -- ap=-16 +fl=-11, ad=-22, fs=0
91 109 90 93 91 91 128 91 91 90 97 90 99 90 139 91 91 117 134 92 90 90 90 -- ap=-38 +fl=-18, ad=8, fs=1
90 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=-30 +fl=-13, ad=8, fs=0
91 109 91 94 91 91 90 91 91 90 158 90 91 90 90 101 90 107 90 90 90 -- ap=-22 +fl=-9, ad=-15, fs=0
91 109 91 94 91 91 124 90 144 90 90 90 165 119 90 104 90 100 90 90 -- ap=-37 -fl=-12, ad=8, fs=0
90 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=-29 -fl=-2, ad=7, fs=1
91 109 91 93 91 97 91 90 91 120 90 95 91 143 90 90 90 90 -- ap=-22 +fl=-10, ad=15, fs=0
91 109 91 93 91 123 91 121 90 117 90 138 91 91 90 90 90 91 100 91 132 91 -- ap=-7 -fl=-26, ad=-1, fs=1
90 109 91 93 91 120 91 91 91 91 90 91 100 91 90 97 91 91 90 90 -- ap=-8 +fl=21, ad=-2, fs=0
160 109 90 95 245 90 95 90 123 91 90 115 142 -- ap=-10 +fl=-1, ad=-9, fs=0
91 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=-19 -fl=8, ad=8, fs=0
-- (104) rsg=891542, sg=891542 rad=-11 ap=-11 sd=0 
-- fuseSShiftAway --shift 28 (or 35?)
104 
109 91 94 91 91 95 91 90 147 165 90 151 90 90 97 122 93 107 137 91 90 90 91 156 95 90 -- ap=0 +fl=34, ad=8, fs=0
90 109 91 94 91 91 95 91 90 147 165 90 151 90 90 97 122 93 107 137 91 90 90 91 156 95 90 -- ap=8 +fl=34, ad=8, fs=0
91 109 91 94 91 91 124 90 142 90 90 119 91 158 90 147 91 90 90 154 -- ap=16 +fl=30, ad=-25, fs=1z
90 124 126 91 90 91 90 90 90 94 190 104 91 90 103 94 91 90 93 90 171 91 90 103 90 -- ap=-9 -fl=-32, ad=5, fs=2
90 109 91 93 90 156 91 91 96 162 91 91 106 91 90 119 185 91 96 90 132 90 91 90 -- ap=-4 +fl=35, ad=-34, fs=3
-- (142) rsg=12932, sg=12932 rad=-38 ap=-38 sd=0
-- fuseLCleanup
143 
109 91 93 91 129 148 91 93 90 90 134 91 91 90 91 91 111 91 91 91 91 -- ap=0 +fl=6, ad=26, fs=0
91 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=26 +fl=8, ad=8, fs=0
104 109 91 93 91 123 90 125 91 90 169 91 91 91 91 126 90 103 90 113 90 91 95 90 -- ap=34 +fl=16, ad=25, fs=1
90 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=59 -fl=-13, ad=8, fs=0
90 93 90 91 91 90 90 91 90 103 91 91 103 90 152 181 140 91 90 166 91 -- ap=67 -fl=-20, ad=-29, fs=0
107 109 90 93 91 91 158 94 113 91 90 91 96 90 142 -- ap=38 +fl=15, ad=9, fs=3
